"SN","Train_No","Station_Code","1A","2A","3A","SL","Station_Name","Route_Number","Arrival_time","Departure_Time","Distance"
"5","12243","TUP","2305","1864","1423","982","TIRUPPUR","1","13:08:00","13:10:00","441"
"6","12243","CBE","2555","2064","1573","1082","COIMBATORE","1","14:15:00","14:15:00","491"
"1","12244","CBE","100","100","100","100","COIMBATORE","1","15:25:00","15:25:00","0"
"2","12244","TUP","350","300","250","200","TIRUPPUR","1","16:03:00","16:05:00","50"
"3","12244","ED","600","500","400","300","ERODE JN.","1","16:47:00","16:50:00","100"
"4","12244","SA","895","736","577","418","SALEM JN.","1","17:43:00","17:46:00","159"
"5","12244","JTJ","1500","1220","940","660","JOLARPETTAI","1","19:09:00","19:10:00","280"
"6","12244","MAS","2565","2072","1579","1086","CHENNAI CENT","1","22:15:00","22:15:00","493"
"1","12245","HWH","100","100","100","100","HOWRAH JN.","1","10:55:00","10:55:00","0"
"2","12245","BBS","2310","1868","1426","984","BHUBANESWAR","1","16:50:00","17:00:00","442"
"3","12245","VZM","4215","3392","2569","1746","VIZIANAGARAM","1","22:00:00","22:10:00","823"
"4","12245","BZA","6205","4984","3763","2542","VIJAYWADA JN","1","04:30:00","04:45:00","1221"
"5","12245","RU","8085","6488","4891","3294","RENIGUNTA JN","1","10:10:00","10:15:00","1597"
"6","12245","YPR","9885","7928","5971","4014","YESVANTPUR J","1","16:00:00","16:00:00","1957"
"1","12246","YPR","100","100","100","100","YESVANTPUR J","1","11:00:00","11:00:00","0"
"2","12246","RU","1915","1552","1189","826","RENIGUNTA JN","1","16:50:00","17:00:00","363"
"3","12246","BZA","3795","3056","2317","1578","VIJAYWADA JN","1","22:25:00","22:35:00","739"
"4","12246","VZM","5780","4644","3508","2372","VIZIANAGARAM","1","04:30:00","04:40:00","1136"
"5","12246","BBS","7690","6172","4654","3136","BHUBANESWAR","1","09:40:00","09:50:00","1518"
"6","12246","HWH","9895","7936","5977","4018","HOWRAH JN.","1","16:15:00","16:15:00","1959"
"1","12247","BDTS","100","100","100","100","BANDRA TERMI","1","16:35:00","16:35:00","0"
"2","12247","ST","1355","1104","853","602","SURAT","1","20:05:00","20:10:00","251"
"3","12247","BRC","2000","1620","1240","860","VADODARA JN.","1","21:36:00","21:46:00","380"
"4","12247","RTM","3310","2668","2026","1384","RATLAM JN","1","01:05:00","01:10:00","642"
"5","12247","KOTA","4635","3728","2821","1914","KOTA","1","03:40:00","03:45:00","907"
"6","12247","MTJ","6235","5008","3781","2554","MATHURA JN.","1","07:25:00","07:27:00","1227"
"7","12247","NZM","6875","5520","4165","2810","HAZRAT NIZAM","1","09:40:00","09:40:00","1355"
"1","12248","NZM","100","100","100","100","HAZRAT NIZAM","1","15:35:00","15:35:00","0"
"2","12248","MTJ","750","620","490","360","MATHURA JN.","1","17:10:00","17:12:00","130"
"3","12248","KOTA","2350","1900","1450","1000","KOTA","1","20:05:00","20:10:00","450"
"4","12248","RTM","3675","2960","2245","1530","RATLAM JN","1","23:20:00","23:25:00","715"
"5","12248","BRC","4990","4012","3034","2056","VADODARA JN.","1","02:57:00","03:07:00","978"
"6","12248","ST","5630","4524","3418","2312","SURAT","1","05:15:00","05:20:00","1106"
"7","12248","BDTS","6890","5532","4174","2816","BANDRA TERMI","1","09:20:00","09:20:00","1358"
"1","12249","HWH","100","100","100","100","HOWRAH JN.","1","18:40:00","18:40:00","0"
"2","12249","ASN","1095","896","697","498","ASANSOL MAIN","1","20:50:00","20:52:00","199"
"3","12249","DHN","1390","1132","874","616","DHANBAD JN.","1","21:51:00","21:56:00","258"
"4","12249","MGS","3400","2740","2080","1420","MUGHAL SARAI","1","02:20:00","02:30:00","660"
"5","12249","ALD","4165","3352","2539","1726","ALLAHABAD JN","1","04:18:00","04:20:00","813"
"6","12249","CNB","5135","4128","3121","2114","KANPUR CENTR","1","06:20:00","06:28:00","1007"
"7","12249","ANVT","7225","5800","4375","2950","ANAND VIHAR","1","11:20:00","11:20:00","1425"
"1","12250","ANVT","100","100","100","100","ANAND VIHAR","1","19:50:00","19:50:00","0"
"2","12250","CNB","2185","1768","1351","934","KANPUR CENTR","1","00:29:00","00:34:00","417"
"3","12250","ALD","3160","2548","1936","1324","ALLAHABAD JN","1","02:34:00","02:36:00","612"
"4","12250","MGS","3920","3156","2392","1628","MUGHAL SARAI","1","04:28:00","04:38:00","764"
"5","12250","DHN","5935","4768","3601","2434","DHANBAD JN.","1","08:58:00","09:03:00","1167"
"6","12250","ASN","6230","5004","3778","2552","ASANSOL MAIN","1","09:58:00","10:00:00","1226"
"7","12250","HWH","7230","5804","4378","2952","HOWRAH JN.","1","12:40:00","12:40:00","1426"
"1","12251","YPR","100","100","100","100","YESVANTPUR J","1","23:40:00","23:40:00","0"
"2","12251","DMM","980","804","628","452","DHARMAVARAM","1","02:35:00","02:40:00","176"
"3","12251","ATP","1150","940","730","520","ANANTAPUR","1","03:08:00","03:10:00","210"
"4","12251","DHNE","1705","1384","1063","742","DHONE JN","1","05:35:00","05:40:00","321"
"5","12251","KRNT","1975","1600","1225","850","KURNOOL TOWN","1","06:33:00","06:35:00","375"
"6","12251","MBNR","2625","2120","1615","1110","MAHBUBNAGAR","1","08:33:00","08:35:00","505"
"7","12251","KCG","3155","2544","1933","1322","KACHEGUDA","1","10:30:00","10:40:00","611"
"8","12251","KZJ","3845","3096","2347","1598","KAZIPET JN.","1","13:18:00","13:20:00","749"
"9","12251","BPQ","5060","4068","3076","2084","BALHARSHAH","1","17:15:00","17:25:00","992"
"10","12251","CAF","5115","4112","3109","2106","CHANDAFORT","1","17:40:00","17:42:00","1003"
"11","12251","MME","5320","4276","3232","2188","MULMARORA","1","18:16:00","18:18:00","1044"
"12","12251","NAB","5650","4540","3430","2320","NAGBHIR","1","19:10:00","19:12:00","1110"
"13","12251","WSA","5795","4656","3517","2378","WADSA","1","19:34:00","19:36:00","1139"
"14","12251","SNV","6080","4884","3688","2492","SONDAD","1","20:18:00","20:20:00","1196"
"15","12251","G","6310","5068","3826","2584","GONDIA JN.","1","21:25:00","21:35:00","1242"
"16","12251","DGG","6675","5360","4045","2730","DONGAR GARH","1","22:32:00","22:34:00","1315"
"17","12251","RJN","6830","5484","4138","2792","RAJNANDGAON","1","22:56:00","22:58:00","1346"
"18","12251","DURG","6980","5604","4228","2852","DURG","1","23:45:00","23:50:00","1376"
"19","12251","R","7165","5752","4339","2926","RAIPUR JN.","1","00:25:00","00:35:00","1413"
"20","12251","BYT","7490","6012","4534","3056","BHATAPARA","1","01:23:00","01:25:00","1478"
"21","12251","BSP","7705","6184","4663","3142","BILASPUR JN.","1","02:25:00","02:40:00","1521"
"22","12251","AKT","7840","6292","4744","3196","AKALTARA","1","03:01:00","03:03:00","1548"
"23","12251","NIA","7915","6352","4789","3226","NAILA","1","03:16:00","03:18:00","1563"
"24","12251","CPH","7970","6396","4822","3248","CHAMPA JN.","1","03:37:00","03:42:00","1574"
"25","12251","KRBA","8155","6544","4933","3322","KORBA","1","04:30:00","04:30:00","1611"
"1","12252","KRBA","100","100","100","100","KORBA","1","08:00:00","08:00:00","0"
"2","12252","CPH","280","244","208","172","CHAMPA JN.","1","08:34:00","08:39:00","36"
"3","12252","NIA","335","288","241","194","NAILA","1","08:48:00","08:50:00","47"
"4","12252","AKT","410","348","286","224","AKALTARA","1","09:02:00","09:04:00","62"
"5","12252","BSP","540","452","364","276","BILASPUR JN.","1","09:50:00","10:05:00","88"
"6","12252","BYT","765","632","499","366","BHATAPARA","1","10:41:00","10:43:00","133"
"7","12252","R","1090","892","694","496","RAIPUR JN.","1","11:40:00","11:50:00","198"
"8","12252","DURG","1305","1064","823","582","DURG","1","12:45:00","12:55:00","241"
"9","12252","RJN","1450","1180","910","640","RAJNANDGAON","1","13:16:00","13:18:00","270"
"10","12252","DGG","1610","1308","1006","704","DONGAR GARH","1","13:40:00","13:42:00","302"
"11","12252","G","1975","1600","1225","850","GONDIA JN.","1","14:50:00","15:00:00","375"
"12","12252","SNV","2205","1784","1363","942","SONDAD","1","15:38:00","15:40:00","421"
"13","12252","WSA","2490","2012","1534","1056","WADSA","1","16:28:00","16:30:00","478"
"14","12252","NAB","2630","2124","1618","1112","NAGBHIR","1","16:56:00","16:58:00","506"
"15","12252","MME","2960","2388","1816","1244","MULMARORA","1","17:48:00","17:50:00","572"
"16","12252","CAF","3165","2552","1939","1326","CHANDAFORT","1","18:26:00","18:28:00","613"
"17","12252","BPQ","3220","2596","1972","1348","BALHARSHAH","1","19:00:00","19:10:00","624"
"18","12252","KZJ","4435","3568","2701","1834","KAZIPET JN.","1","22:18:00","22:20:00","867"
"19","12252","KCG","5125","4120","3115","2110","KACHEGUDA","1","01:25:00","01:35:00","1005"
"20","12252","MBNR","5655","4544","3433","2322","MAHBUBNAGAR","1","03:07:00","03:09:00","1111"
"21","12252","KRNT","6305","5064","3823","2582","KURNOOL TOWN","1","05:45:00","05:47:00","1241"
"22","12252","DHNE","6575","5280","3985","2690","DHONE JN","1","07:00:00","07:05:00","1295"
"23","12252","ATP","7130","5724","4318","2912","ANANTAPUR","1","09:14:00","09:15:00","1406"
"24","12252","DMM","7300","5860","4420","2980","DHARMAVARAM","1","10:05:00","10:10:00","1440"
"25","12252","YNK","8110","6508","4906","3304","YELAHANKA JN","1","12:53:00","12:55:00","1602"
"26","12252","YPR","8125","6520","4915","3310","YESVANTPUR J","1","13:30:00","13:30:00","1605"
"1","12253","YPR","100","100","100","100","YESVANTPUR J","1","13:30:00","13:30:00","0"
"2","12253","KJM","185","168","151","134","KRISHNA RAJA","1","14:03:00","14:05:00","17"
"3","12253","JTJ","855","704","553","402","JOLARPETTAI","1","16:13:00","16:15:00","151"
"4","12253","KPD","1275","1040","805","570","KATPADI JN","1","17:25:00","17:30:00","235"
"5","12253","RU","1915","1552","1189","826","RENIGUNTA JN","1","20:10:00","20:15:00","363"
"6","12253","GDR","2330","1884","1438","992","GUDUR JN.","1","21:58:00","22:00:00","446"
"7","12253","NLR","2520","2036","1552","1068","NELLORE","1","22:25:00","22:26:00","484"
"8","12253","OGL","3100","2500","1900","1300","ONGOLE","1","23:52:00","23:53:00","600"
"9","12253","BZA","3795","3056","2317","1578","VIJAYWADA JN","1","02:40:00","02:55:00","739"
"10","12253","RJY","4540","3652","2764","1876","RAJAHMUNDRY","1","05:11:00","05:13:00","888"
"11","12253","DVD","5455","4384","3313","2242","DUVVADA","1","07:58:00","08:00:00","1071"
"12","12253","VSKP","5545","4456","3367","2278","VISAKHAPATNA","1","08:30:00","08:50:00","1089"
"13","12253","VZM","5850","4700","3550","2400","VIZIANAGARAM","1","09:45:00","09:47:00","1150"
"14","12253","BAM","6930","5564","4198","2832","BERHAMPUR","1","12:45:00","12:47:00","1366"
"15","12253","KUR","7660","6148","4636","3124","KHURDA ROAD","1","14:45:00","15:05:00","1512"
"16","12253","BBS","7755","6224","4693","3162","BHUBANESWAR","1","15:30:00","15:35:00","1531"
"17","12253","CTC","7890","6332","4774","3216","CUTTACK JN.","1","16:05:00","16:10:00","1558"
"18","12253","BHC","8470","6796","5122","3448","BHADRAKH","1","17:56:00","17:58:00","1674"
"19","12253","BLS","8780","7044","5308","3572","BALASORE","1","18:42:00","18:44:00","1736"
"20","12253","KGP","9385","7528","5671","3814","KHARAGPUR","1","20:18:00","20:33:00","1857"
"21","12253","HWH","9965","7992","6019","4046","HOWRAH JN.","1","22:40:00","23:00:00","1973"
"22","12253","BWN","10435","8368","6301","4234","BARDDHAMAN J","1","00:09:00","00:11:00","2067"
"23","12253","ASN","10960","8788","6616","4444","ASANSOL MAIN","1","01:31:00","01:36:00","2172"
"24","12253","MDP","11365","9112","6859","4606","MADHUPUR JN.","1","02:44:00","02:46:00","2253"
"25","12253","JSME","11510","9228","6946","4664","JASIDIH JN.","1","03:12:00","03:17:00","2282"
"26","12253","KIUL","12000","9620","7240","4860","KIUL JN.","1","05:40:00","06:05:00","2380"
"27","12253","AHA","12115","9712","7309","4906","ABHAIPUR","1","06:28:00","06:29:00","2403"
"28","12253","JMP","12225","9800","7375","4950","JAMALPUR JN.","1","07:10:00","07:15:00","2425"
"29","12253","BGP","12490","10012","7534","5056","BHAGALPUR","1","08:30:00","08:30:00","2478"
"1","12254","BGP","100","100","100","100","BHAGALPUR","1","13:30:00","13:30:00","0"
"2","12254","JMP","360","308","256","204","JAMALPUR JN.","1","14:35:00","14:40:00","52"
"3","12254","AHA","470","396","322","248","ABHAIPUR","1","14:59:00","15:00:00","74"
"4","12254","KIUL","590","492","394","296","KIUL JN.","1","16:10:00","16:40:00","98"
"5","12254","JSME","1075","880","685","490","JASIDIH JN.","1","18:12:00","18:15:00","195"
"6","12254","MDP","1220","996","772","548","MADHUPUR JN.","1","18:41:00","18:43:00","224"
"7","12254","ASN","1630","1324","1018","712","ASANSOL MAIN","1","19:58:00","20:03:00","306"
"8","12254","BWN","2155","1744","1333","922","BARDDHAMAN J","1","21:37:00","21:39:00","411"
"9","12254","HWH","2630","2124","1618","1112","HOWRAH JN.","1","23:05:00","23:30:00","506"
"10","12254","KGP","3215","2592","1969","1346","KHARAGPUR","1","01:10:00","01:15:00","623"
"11","12254","BLS","3820","3076","2332","1588","BALASORE","1","02:40:00","02:42:00","744"
"12","12254","BHC","4130","3324","2518","1712","BHADRAKH","1","03:40:00","03:42:00","806"
"13","12254","CTC","4705","3784","2863","1942","CUTTACK JN.","1","05:10:00","05:15:00","921"
"14","12254","BBS","4840","3892","2944","1996","BHUBANESWAR","1","05:50:00","05:55:00","948"
"15","12254","KUR","4935","3968","3001","2034","KHURDA ROAD","1","06:30:00","06:50:00","967"
"16","12254","BAM","5670","4556","3442","2328","BERHAMPUR","1","08:28:00","08:30:00","1114"
"17","12254","VZM","6750","5420","4090","2760","VIZIANAGARAM","1","11:33:00","11:35:00","1330"
"18","12254","VSKP","7055","5664","4273","2882","VISAKHAPATNA","1","12:30:00","12:50:00","1391"
"19","12254","DVD","7140","5732","4324","2916","DUVVADA","1","13:20:00","13:22:00","1408"
"20","12254","RJY","8060","6468","4876","3284","RAJAHMUNDRY","1","15:51:00","15:53:00","1592"
"21","12254","BZA","8805","7064","5323","3582","VIJAYWADA JN","1","18:43:00","18:45:00","1741"
"22","12254","OGL","9495","7616","5737","3858","ONGOLE","1","20:59:00","21:00:00","1879"
"23","12254","NLR","10075","8080","6085","4090","NELLORE","1","22:14:00","22:15:00","1995"
"24","12254","GDR","10270","8236","6202","4168","GUDUR JN.","1","23:19:00","23:20:00","2034"
"25","12254","RU","10685","8568","6451","4334","RENIGUNTA JN","1","01:05:00","01:10:00","2117"
"26","12254","KPD","11310","9068","6826","4584","KATPADI JN","1","03:20:00","03:25:00","2242"
"27","12254","JTJ","11730","9404","7078","4752","JOLARPETTAI","1","04:50:00","04:55:00","2326"
"28","12254","KJM","12400","9940","7480","5020","KRISHNA RAJA","1","07:28:00","07:30:00","2460"
"29","12254","YPR","12485","10008","7531","5054","YESVANTPUR J","1","09:05:00","09:05:00","2477"
"1","12257","YPR","100","100","100","100","YESVANTPUR J","1","21:00:00","21:00:00","0"
"2","12257","BAND","160","148","136","124","BANASWADI","1","21:23:00","21:25:00","12"
"3","12257","HSRA","415","352","289","226","HOSUR","1","22:12:00","22:14:00","63"
"4","12257","DPJ","875","720","565","410","DHARMAPURI","1","23:33:00","23:35:00","155"
"5","12257","SA","1205","984","763","542","SALEM JN.","1","01:18:00","01:20:00","221"
"6","12257","ED","1505","1224","943","662","ERODE JN.","1","02:17:00","02:20:00","281"
"7","12257","CBE","2005","1624","1243","862","COIMBATORE","1","03:57:00","04:00:00","381"
"8","12257","PGT","2280","1844","1408","972","PALAKKAD JN","1","05:10:00","05:15:00","436"
"9","12257","TCR","2660","2148","1636","1124","TRICHUR","1","06:35:00","06:37:00","512"
"10","12257","AWY","2935","2368","1801","1234","ALWAYE","1","07:48:00","07:50:00","567"
"11","12257","ERN","3020","2436","1852","1268","ERNAKULAM TO","1","08:27:00","08:30:00","584"
"12","12257","KTYM","3315","2672","2029","1386","KOTTAYAM","1","09:40:00","09:42:00","643"
"13","12257","CGY","3405","2744","2083","1422","CHANGANACHER","1","10:02:00","10:03:00","661"
"14","12257","TRVL","3440","2772","2104","1436","TIRUVALLA","1","10:12:00","10:13:00","668"
"15","12257","CNGR","3490","2812","2134","1456","CHENGANNUR","1","10:23:00","10:25:00","678"
"16","12257","MVLK","3550","2860","2170","1480","MAVELIKARA","1","10:35:00","10:36:00","690"
"17","12257","KYJ","3590","2892","2194","1496","KAYANKULAM J","1","10:50:00","10:52:00","698"
"18","12257","QLN","3795","3056","2317","1578","QUILON","1","11:30:00","11:35:00","739"
"19","12257","KCVL","4090","3292","2494","1696","KOCHUVELI","1","13:00:00","13:00:00","798"
"1","12258","KCVL","100","100","100","100","KOCHUVELI","1","17:00:00","17:00:00","0"
"2","12258","QLN","390","332","274","216","QUILON","1","17:50:00","17:55:00","58"
"3","12258","KYJ","595","496","397","298","KAYANKULAM J","1","18:40:00","18:42:00","99"
"4","12258","MVLK","630","524","418","312","MAVELIKARA","1","18:52:00","18:53:00","106"
"5","12258","CNGR","695","576","457","338","CHENGANNUR","1","19:03:00","19:05:00","119"
"6","12258","TRVL","740","612","484","356","TIRUVALLA","1","19:15:00","19:16:00","128"
"7","12258","CGY","780","644","508","372","CHANGANACHER","1","19:25:00","19:27:00","136"
"8","12258","KTYM","870","716","562","408","KOTTAYAM","1","19:57:00","20:00:00","154"
"9","12258","ERN","1165","952","739","526","ERNAKULAM TO","1","21:20:00","21:25:00","213"
"10","12258","AWY","1250","1020","790","560","ALWAYE","1","21:48:00","21:50:00","230"
"11","12258","TCR","1525","1240","955","670","TRICHUR","1","22:40:00","22:43:00","285"
"12","12258","PGT","1905","1544","1183","822","PALAKKAD JN","1","00:10:00","00:15:00","361"
"13","12258","CBE","2180","1764","1348","932","COIMBATORE","1","01:37:00","01:40:00","416"
"14","12258","ED","2680","2164","1648","1132","ERODE JN.","1","03:10:00","03:15:00","516"
"15","12258","SA","2975","2400","1825","1250","SALEM JN.","1","04:12:00","04:15:00","575"
"16","12258","DPJ","3310","2668","2026","1384","DHARMAPURI","1","05:58:00","06:00:00","642"
"17","12258","HSRA","3770","3036","2302","1568","HOSUR","1","07:28:00","07:30:00","734"
"18","12258","BAND","4025","3240","2455","1670","BANASWADI","1","08:28:00","08:30:00","785"
"19","12258","YPR","4085","3288","2491","1694","YESVANTPUR J","1","09:30:00","09:30:00","797"
"1","12259","SDAH","100","100","100","100","SEALDAH","1","18:30:00","18:30:00","0"
"2","12259","DHN","1440","1172","904","636","DHANBAD JN.","1","21:51:00","21:56:00","268"
"3","12259","MGS","3455","2784","2113","1442","MUGHAL SARAI","1","02:20:00","02:30:00","671"
